"GEO_ID","NAME","P003001","P003002","P003003","P003004","P003005","P003006","P003007","P003008"
"id","Geographic Area Name","Total","Total!!White alone","Total!!Black or African American alone","Total!!American Indian and Alaska Native alone","Total!!Asian alone","Total!!Native Hawaiian and Other Pacific Islander alone","Total!!Some Other Race alone","Total!!Two or More Races"
"1600000US1609370","Bonners Ferry city, Idaho","2543","2397","6","51","16","4","13","56"
"1600000US1610810","Buhl city, Idaho","4122","3376","8","30","9","5","568","126"
"1600000US1611260","Burley city, Idaho","10345","7984","45","103","74","5","1795","339"
"1600000US1613240","Castleford city, Idaho","226","198","0","0","1","0","20","7"
"1600000US1611710","Butte City city, Idaho","74","64","2","3","0","0","4","1"
"1600000US1612790","Carey city, Idaho","604","537","4","2","2","0","49","10"
"1600000US1613150","Cascade city, Idaho","939","906","2","8","2","0","6","15"
"1600000US1613780","Challis city, Idaho","1081","1012","1","9","3","0","38","18"
"1600000US1614680","Chubbuck city, Idaho","13922","12596","62","339","159","36","318","412"
"1600000US1614950","Clark Fork city, Idaho","536","512","0","4","3","0","3","14"
"1600000US1604420","Bancroft city, Idaho","377","362","0","1","0","0","3","11"
"1600000US1609730","Bovill city, Idaho","260","251","0","0","0","0","0","9"
"1600000US1612250","Caldwell city, Idaho","46237","35856","300","539","406","41","7449","1646"
"1600000US1612520","Cambridge city, Idaho","328","322","0","2","0","0","0","4"
"1600000US1615490","Clayton city, Idaho","7","7","0","0","0","0","0","0"
"1600000US1608290","Blanchard CDP, Idaho","261","255","0","2","0","1","0","3"
"1600000US1608830","Boise City city, Idaho","205671","182991","3043","1404","6501","457","5139","6136"
"1600000US1618640","Cottonwood city, Idaho","900","874","8","3","2","1","4","8"
"1600000US1617830","Conkling Park CDP, Idaho","43","43","0","0","0","0","0","0"
"1600000US1616120","Clifton city, Idaho","259","253","0","0","0","0","0","6"
"1600000US1616750","Coeur d'Alene city, Idaho","44137","41417","175","520","364","63","382","1216"
"1600000US1618820","Council city, Idaho","839","810","1","6","2","1","2","17"
"1600000US1619270","Craigmont city, Idaho","501","477","0","3","5","1","8","7"
"1600000US1619720","Crouch city, Idaho","162","157","0","2","1","0","0","2"
"1600000US1619900","Culdesac city, Idaho","380","317","0","60","0","0","1","2"
"1600000US1620350","Dalton Gardens city, Idaho","2335","2261","4","15","9","2","13","31"
"1600000US1620710","Dayton city, Idaho","463","431","0","0","0","0","20","12"
"1600000US1620980","Declo city, Idaho","343","292","0","14","0","0","34","3"
"1600000US1621520","De Smet CDP, Idaho","175","14","0","124","0","0","0","37"
"1600000US1621790","Dietrich city, Idaho","332","299","11","3","0","1","18","0"
"1600000US1622330","Donnelly city, Idaho","152","144","1","2","0","0","2","3"
"1600000US1622510","Dover city, Idaho","556","538","0","3","2","0","4","9"
"1600000US1622600","Downey city, Idaho","625","613","0","1","0","5","3","3"
"1600000US1622690","Driggs city, Idaho","1660","1211","8","4","8","6","390","33"
"1600000US1622780","Drummond city, Idaho","16","15","0","0","0","0","0","1"
"1600000US1622960","Dubois city, Idaho","677","454","6","5","2","0","206","4"
"1600000US1623680","East Hope city, Idaho","210","206","0","1","1","1","1","0"
"1600000US1624310","Eden city, Idaho","405","307","0","0","0","0","88","10"
"1600000US1624940","Elk City CDP, Idaho","202","199","0","1","0","0","0","2"
"1600000US1625120","Elk River city, Idaho","125","125","0","0","0","0","0","0"
"1600000US1625570","Emmett city, Idaho","6557","5974","12","42","45","9","304","171"
"1600000US1626290","Fairfield city, Idaho","416","387","0","4","1","0","6","18"
"1600000US1627460","Ferdinand city, Idaho","159","149","0","1","1","0","2","6"
"1600000US1627550","Fernan Lake Village city, Idaho","169","163","1","2","3","0","0","0"
"1600000US1627730","Filer city, Idaho","2508","2298","3","24","2","1","108","72"
"1600000US3432910","Hopatcong borough, New Jersey","15147","13794","441","16","341","3","266","286"
"1600000US3434470","Iselin CDP, New Jersey","18695","7753","1257","62","8623","0","423","577"
"1600000US3432220","Hi-Nella borough, New Jersey","870","624","131","6","35","0","49","25"
"1600000US3433030","Hope CDP, New Jersey","195","180","2","0","11","0","2","0"
"1600000US3433150","Hopewell borough, New Jersey","1922","1827","29","2","13","1","29","21"
"1600000US3433690","Hutchinson CDP, New Jersey","135","127","0","3","0","0","0","5"
"1600000US3434200","Interlaken borough, New Jersey","820","807","0","0","4","0","3","6"
"1600000US3434530","Island Heights borough, New Jersey","1673","1603","4","2","23","0","6","35"
"1600000US3434890","Jamesburg borough, New Jersey","5915","4371","523","50","268","0","557","146"
"1600000US3436000","Jersey City city, New Jersey","247597","80885","64002","1272","58595","161","31726","10956"
"1600000US3436150","Johnsonburg CDP, New Jersey","101","101","0","0","0","0","0","0"
"1600000US3436300","Juliustown CDP, New Jersey","429","402","12","0","6","0","0","9"
"1600000US3436480","Keansburg borough, New Jersey","10105","8505","664","23","172","8","408","325"
"1600000US3436720","Kenvil CDP, New Jersey","3009","2513","66","4","216","0","137","73"
"1600000US3436510","Kearny town, New Jersey","40684","29933","2186","163","1793","32","5099","1478"
"1600000US3436660","Kendall Park CDP, New Jersey","9339","6115","487","17","2342","2","162","214"
"1600000US3436690","Kenilworth borough, New Jersey","7914","6970","230","11","304","2","262","135"
"1600000US3436810","Keyport borough, New Jersey","7240","5792","521","20","172","2","552","181"
"1600000US3436960","Kingston Estates CDP, New Jersey","5685","4358","395","11","712","1","72","136"
"1600000US3437110","Kinnelon borough, New Jersey","10248","9536","93","5","437","0","52","125"
"1600000US3437560","Lake Como borough, New Jersey","1759","1458","108","15","21","0","120","37"
"1600000US3437770","Lakehurst borough, New Jersey","2654","2050","287","17","56","6","97","141"
"1600000US3439120","Laurel Lake CDP, New Jersey","2989","2693","111","10","16","0","52","107"
"1600000US3438040","Lake Mohawk CDP, New Jersey","9916","9510","60","5","151","0","44","146"
"1600000US3438430","Lake Telemark CDP, New Jersey","1255","1177","21","1","22","0","14","20"
"1600000US3438610","Lambertville city, New Jersey","3906","3566","76","8","51","0","161","44"
"1600000US3611132","Burdett village, New York","340","327","3","1","1","0","1","7"
"1600000US3610132","Brookville village, New York","3465","2621","399","8","358","0","48","31"
"1600000US3608488","Brocton village, New York","1486","1428","3","12","3","0","15","25"
"1600000US3608532","Bronxville village, New York","6323","5709","89","2","328","0","67","128"
"1600000US3610341","Buchanan village, New York","2230","2012","69","0","33","0","69","47"
"1600000US3609000","Brookhaven CDP, New York","3451","3083","228","2","24","1","62","51"
"1600000US3610231","Brownville village, New York","1119","1092","4","3","8","0","0","12"
"1600000US3610286","Brushton village, New York","474","459","0","7","0","0","0","8"
"1600000US3611154","Burke village, New York","211","204","0","0","0","0","0","7"
"1600000US3611000","Buffalo city, New York","261310","131753","100774","2009","8409","119","10247","7999"
"1600000US3611550","Byersville CDP, New York","47","44","1","0","0","0","0","2"
"1600000US3611671","Calcium CDP, New York","3491","2547","485","23","75","11","180","170"
"1600000US3611748","Callicoon CDP, New York","167","163","1","0","1","0","1","1"
"1600000US3611781","Calverton CDP, New York","6510","5677","518","11","57","0","145","102"
"1600000US3611825","Cambridge village, New York","1870","1797","20","2","16","0","2","33"
"1600000US3611902","Camillus village, New York","1213","1143","42","5","2","0","3","18"
"1600000US3611935","Campbell CDP, New York","713","693","1","0","1","0","0","18"
"1600000US3612353","Cape Vincent village, New York","726","707","3","0","0","1","6","9"
"1600000US3611847","Camden village, New York","2231","2182","8","6","7","0","6","22"
"1600000US3611440","Busti CDP, New York","391","373","4","5","3","0","1","5"
"1600000US3611638","Cairo CDP, New York","1402","1305","25","5","11","4","20","32"
"1600000US3611704","Caledonia village, New York","2201","2072","74","1","15","0","11","28"
"1600000US3612144","Canandaigua city, New York","10545","10031","190","33","70","0","39","182"
"1600000US3612210","Candor village, New York","851","828","7","1","0","0","2","13"
"1600000US3612254","Canisteo village, New York","2270","2236","11","2","8","0","0","13"
"1600000US3612419","Carle Place CDP, New York","4981","4193","105","4","392","0","190","97"
"1600000US3612532","Carmel Hamlet CDP, New York","6817","6158","207","11","127","0","198","116"
"1600000US3612111","Canajoharie village, New York","2229","2118","49","9","14","0","13","26"
"1600000US3612177","Canaseraga village, New York","550","536","1","3","0","0","2","8"
"1600000US3612188","Canastota village, New York","4804","4605","46","25","26","0","19","83"
"1600000US3612331","Canton village, New York","6314","5557","393","29","118","0","90","127"
"1600000US3612584","Caroga Lake CDP, New York","518","507","0","1","2","0","0","8"
"1600000US3612683","Carthage village, New York","3747","3371","141","18","60","9","54","94"
"1600000US3612749","Cassadaga village, New York","634","623","1","1","2","0","0","7"
"1600000US3612771","Castile village, New York","1015","1001","3","2","2","0","0","7"
"1600000US3612870","Castleton-on-Hudson village, New York","1473","1429","19","0","4","0","8","13"
"1600000US3612881","Castorland village, New York","351","344","2","0","1","0","0","4"
"1600000US3613002","Catskill village, New York","4081","3207","506","25","54","1","123","165"
"1600000US3613376","Centereach CDP, New York","31578","26956","970","37","1956","7","1011","641"
"1600000US5538350","Johnson Creek village, Wisconsin","2738","2553","25","7","32","1","78","42"
"1600000US5538625","Jump River CDP, Wisconsin","52","52","0","0","0","0","0","0"
"1600000US5538650","Junction City village, Wisconsin","439","406","1","1","18","0","6","7"
"1600000US5539175","Kennan village, Wisconsin","135","135","0","0","0","0","0","0"
"1600000US5538600","Juda CDP, Wisconsin","357","354","0","0","3","0","0","0"
"1600000US5538675","Juneau city, Wisconsin","2814","2623","102","11","24","1","40","13"
"1600000US5538800","Kaukauna city, Wisconsin","15462","14610","111","127","207","6","148","253"
"1600000US5538900","Kekoskee village, Wisconsin","161","158","0","0","0","0","0","3"
"1600000US5538225","Jim Falls CDP, Wisconsin","237","234","0","0","0","0","1","2"
"1600000US5539000","Kellnersville village, Wisconsin","332","331","0","1","0","0","0","0"
"1600000US5539150","Kendall village, Wisconsin","472","461","0","6","1","0","0","4"
"1600000US5539225","Kenosha city, Wisconsin","99218","76519","9876","578","1671","61","6761","3752"
"1600000US5539250","Keshena CDP, Wisconsin","1262","35","1","1201","0","0","1","24"
"1600000US5539300","Kewaskum village, Wisconsin","4004","3845","19","14","22","2","49","53"
"1600000US5539350","Kewaunee city, Wisconsin","2952","2853","9","10","13","1","33","33"
"1600000US5539525","Kiel city, Wisconsin","3738","3621","14","21","24","0","28","30"
"1600000US5539550","Kieler CDP, Wisconsin","497","493","0","0","0","0","1","3"
"1600000US5539650","Kimberly village, Wisconsin","6468","6077","53","59","136","0","51","92"
"1600000US5540125","Knowlton CDP, Wisconsin","120","119","0","0","0","0","0","1"
"1600000US5539700","King CDP, Wisconsin","1750","1715","8","8","4","0","10","5"
"1600000US5539750","Kingston village, Wisconsin","326","321","1","0","0","0","4","0"
"1600000US5540275","Kohler village, Wisconsin","2120","2036","4","0","52","0","4","24"
"1600000US5540450","Krakow CDP, Wisconsin","354","341","0","3","2","0","0","8"
"1600000US5540550","Kronenwetter village, Wisconsin","7210","6813","23","20","264","0","36","54"
"1600000US5540675","Lac du Flambeau CDP, Wisconsin","1969","200","3","1724","2","0","3","37"
"1600000US5540750","Lac La Belle village, Wisconsin","290","286","0","0","1","0","1","2"
"1600000US5540775","La Crosse city, Wisconsin","51320","46072","1155","286","2490","12","202","1103"
"1600000US5541525","Lake Hallie village, Wisconsin","6448","6083","41","36","155","0","35","98"
"1600000US5539975","Knapp village, Wisconsin","463","453","0","5","0","0","0","5"
"1600000US5540850","Ladysmith city, Wisconsin","3414","3286","21","29","20","0","16","42"
"1600000US5540875","La Farge village, Wisconsin","746","724","2","12","1","0","1","6"
"1600000US5541160","Lake Arrowhead CDP, Wisconsin","838","830","1","2","1","0","0","4"
"1600000US5541210","Lake Camelot CDP, Wisconsin","826","813","1","1","6","1","0","4"
"1600000US5541300","Lake Delton village, Wisconsin","2914","2545","20","69","85","1","157","37"
"1600000US5541450","Lake Geneva city, Wisconsin","7651","6704","45","15","111","1","649","126"
"1600000US5541560","Lake Ivanhoe CDP, Wisconsin","435","263","66","6","1","0","61","38"
"1600000US5541583","Lake Koshkonong CDP, Wisconsin","1204","1175","7","3","10","0","3","6"
"1600000US5541645","Lake Lorraine CDP, Wisconsin","324","313","1","0","3","0","5","2"
"1600000US5541675","Lake Mills city, Wisconsin","5708","5488","39","11","27","0","71","72"
"1600000US5541725","Lake Nebagamon village, Wisconsin","1069","1025","4","3","10","0","6","21"
"1600000US5541765","Lake Ripley CDP, Wisconsin","1779","1730","11","3","10","0","13","12"
"1600000US5541770","Lake Shangrila CDP, Wisconsin","861","819","19","1","1","0","14","7"
"1600000US5541772","Lake Sherwood CDP, Wisconsin","372","362","0","3","5","0","0","2"
"1600000US5541875","Lake Tomahawk CDP, Wisconsin","228","216","0","3","0","0","0","9"
"1600000US5542012","Lake Wisconsin CDP, Wisconsin","4189","4096","10","11","21","2","17","32"
"1600000US5542025","Lake Wissota CDP, Wisconsin","2738","2681","4","10","17","0","7","19"
"1600000US5542050","Lakewood CDP, Wisconsin","323","307","1","8","1","0","0","6"
"1600000US5542250","Lancaster city, Wisconsin","3868","3802","18","7","19","0","10","12"
"1600000US5542450","Lannon village, Wisconsin","1107","1049","11","7","5","0","19","16"
"1600000US5542475","Laona CDP, Wisconsin","583","561","2","9","0","1","1","9"
"1600000US5542805","Lauderdale Lakes CDP, Wisconsin","1172","1152","0","0","6","0","3","11"
"1600000US5542825","La Valle village, Wisconsin","367","358","1","0","6","0","0","2"
"1600000US5543025","Lebanon CDP, Wisconsin","204","197","1","0","1","0","0","5"
"1600000US5541975","Lake Wazeecha CDP, Wisconsin","2651","2602","5","21","13","0","3","7"
"1600000US5543207","Legend Lake CDP, Wisconsin","1525","382","14","1106","0","0","3","20"
"1600000US5543325","Lena village, Wisconsin","564","545","0","8","1","0","1","9"
"1600000US5606480","Beulah CDP, Wyoming","73","70","1","0","0","0","0","2"
"1600000US5607060","Big Piney town, Wyoming","552","512","5","8","2","0","22","3"
"1600000US5609235","Boulder CDP, Wyoming","170","157","0","1","0","0","0","12"
"1600000US5608365","Bondurant CDP, Wyoming","93","93","0","0","0","0","0","0"
"1600000US5606045","Bedford CDP, Wyoming","201","190","0","0","1","0","6","4"
"1600000US5606407","Bessemer Bend CDP, Wyoming","199","188","0","0","1","0","4","6"
"1600000US5606770","Big Horn CDP, Wyoming","490","475","1","8","0","0","3","3"
"1600000US5605625","Bear River town, Wyoming","518","496","1","2","1","0","7","11"
"1600000US5609307","Boulder Flats CDP, Wyoming","408","87","1","299","0","0","3","18"
"1600000US5610175","Brookhurst CDP, Wyoming","185","181","0","0","3","0","1","0"
